Date,Home Team,Away Team,Home Elo,Away Elo
9/4/2014,SEA,GB,1678.971,1499.827
9/7/2014,PHI,JAX,1528.197,1361.082
9/7/2014,PIT,CLE,1537.231,1390.199
9/7/2014,BAL,CIN,1529.779,1560.389
9/7/2014,TB,CAR,1436.161,1576.688
9/7/2014,DEN,IND,1624.09,1540.218
9/7/2014,LAR,MIN,1512.75,1474.824
9/7/2014,ATL,NO,1458.825,1573.737
9/7/2014,CHI,BUF,1493.573,1456.183
9/7/2014,DAL,SF,1501.041,1647.763
9/7/2014,HOU,WSH,1384.864,1399.479
9/7/2014,KC,TEN,1503.448,1466.756
9/7/2014,MIA,NE,1482.607,1624.459
9/7/2014,NYJ,OAK,1465.72,1370.713
9/8/2014,ARI,LAC,1551.021,1559.872
9/8/2014,DET,NYG,1472.359,1494.944
9/11/2014,BAL,PIT,1506.57,1542.992
9/14/2014,BUF,MIA,1474.887,1515.905
9/14/2014,CAR,DET,1591.474,1499.001
9/14/2014,CIN,ATL,1583.598,1475.033
9/14/2014,WSH,JAX,1378.685,1350.198
9/14/2014,CLE,NO,1384.438,1557.528
9/14/2014,DEN,KC,1635.697,1465.288
9/14/2014,GB,NYJ,1489.032,1475.232
9/14/2014,MIN,NE,1520.319,1591.162
9/14/2014,SF,CHI,1666.188,1474.868
9/14/2014,NYG,ARI,1468.302,1556.697
9/14/2014,LAC,SEA,1554.196,1689.766
9/14/2014,TEN,DAL,1504.915,1482.616
9/14/2014,TB,LAR,1421.375,1467.255
9/14/2014,OAK,HOU,1361.201,1405.658
9/15/2014,IND,PHI,1528.612,1539.081
9/18/2014,ATL,TB,1461.523,1409.683
9/21/2014,MIA,KC,1488.313,1457.585
9/21/2014,CAR,PIT,1606.996,1515.404
9/21/2014,CIN,TEN,1597.108,1468.151
9/21/2014,CLE,BAL,1399.474,1534.158
9/21/2014,ARI,SF,1579.632,1625.705
9/21/2014,DET,GB,1483.479,1504.631
9/21/2014,LAR,DAL,1478.947,1519.379
9/21/2014,JAX,IND,1325.689,1512.183
9/21/2014,NO,MIN,1542.491,1489.155
9/21/2014,NE,OAK,1622.325,1330.913
9/21/2014,NYG,HOU,1445.368,1435.946
9/21/2014,PHI,WSH,1555.509,1403.194
9/21/2014,SEA,DEN,1661.21,1643.4
9/21/2014,BUF,LAC,1502.479,1582.751
9/22/2014,NYJ,CHI,1459.633,1515.351
9/25/2014,WSH,NYG,1397.579,1465.509
9/28/2014,IND,TEN,1533.148,1453.21
9/28/2014,SF,PHI,1604.118,1561.124
9/28/2014,NYJ,DET,1436.978,1505.47
9/28/2014,DAL,NO,1534.389,1558.337
9/28/2014,MIN,ATL,1473.309,1485.661
9/28/2014,BAL,CAR,1542.7,1561.902
9/28/2014,CHI,GB,1538.006,1482.639
9/28/2014,MIA,OAK,1448.575,1326.837
9/28/2014,LAC,JAX,1607.105,1304.724
9/28/2014,HOU,BUF,1415.805,1478.125
9/28/2014,PIT,TB,1560.498,1385.545
9/29/2014,KC,NE,1497.323,1626.401
10/2/2014,GB,MIN,1526.235,1495.207
10/5/2014,SF,KC,1616.053,1537.904
10/5/2014,LAC,NYJ,1612.632,1416.425
10/5/2014,JAX,PIT,1299.196,1535.627
10/5/2014,PHI,LAR,1549.189,1463.938
10/5/2014,TEN,CLE,1434.925,1390.933
10/5/2014,NYG,ATL,1499.828,1463.763
10/5/2014,NE,CIN,1585.82,1612.049
10/5/2014,NO,TB,1531.562,1410.416
10/5/2014,DET,BUF,1526.023,1458.84
10/5/2014,DEN,ARI,1629.034,1601.219
10/5/2014,DAL,HOU,1561.164,1435.091
10/5/2014,IND,BAL,1551.432,1571.363
10/5/2014,CAR,CHI,1533.239,1494.41
10/6/2014,WSH,SEA,1363.259,1675.576
10/9/2014,HOU,IND,1428.719,1569.181
10/12/2014,ARI,WSH,1579.299,1354.892
10/12/2014,MIA,GB,1468.806,1550.707
10/12/2014,MIN,DET,1470.735,1505.919
10/12/2014,OAK,LAC,1306.606,1623.902
10/12/2014,NYJ,DEN,1405.156,1650.953
10/12/2014,TEN,JAX,1425.417,1288.126
10/12/2014,PHI,NYG,1559.984,1516.267
10/12/2014,TB,BAL,1401.262,1553.614
10/12/2014,BUF,NE,1478.944,1614.608
10/12/2014,CLE,PIT,1400.441,1546.697
10/12/2014,ATL,CHI,1447.324,1480.317
10/12/2014,SEA,DAL,1683.944,1567.535
10/12/2014,CIN,CAR,1583.261,1547.332
10/13/2014,LAR,SF,1453.143,1626.312
10/16/2014,NE,NYJ,1636.082,1392.093
10/19/2014,OAK,ARI,1301.889,1586.037
10/19/2014,DAL,NYG,1601.062,1494.138
10/19/2014,DEN,SF,1664.016,1644.337
10/19/2014,GB,CAR,1563.795,1551.642
10/19/2014,JAX,CLE,1283.34,1439.91
10/19/2014,LAC,KC,1628.619,1527.645
10/19/2014,WSH,TEN,1348.155,1430.203
10/19/2014,DET,NO,1535.721,1540.716
10/19/2014,IND,CIN,1582.8,1578.952
10/19/2014,BUF,MIN,1457.471,1440.933
10/19/2014,LAR,SEA,1435.118,1650.417
10/19/2014,BAL,ATL,1578.74,1417.32
10/19/2014,CHI,MIA,1510.321,1455.717
10/20/2014,PIT,HOU,1507.228,1415.1
10/23/2014,DEN,LAC,1687.891,1606.961
10/26/2014,KC,LAR,1549.303,1451.714
10/26/2014,NE,CHI,1638.865,1473.169
10/26/2014,NO,GB,1535.122,1587.134
10/26/2014,JAX,MIA,1321.978,1492.87
10/26/2014,NYJ,BUF,1389.31,1462.614
10/26/2014,ARI,PHI,1596.012,1582.113
10/26/2014,CLE,OAK,1401.271,1291.914
10/26/2014,CIN,BAL,1552.961,1590.884
10/26/2014,CAR,SEA,1528.303,1633.82
10/26/2014,DET,ATL,1541.315,1405.175
10/26/2014,TEN,HOU,1418.588,1403.916
10/26/2014,TB,MIN,1376.137,1435.789
10/26/2014,PIT,IND,1518.412,1608.79
10/27/2014,DAL,WSH,1613.116,1359.769
10/30/2014,CAR,NO,1514.335,1564.703
11/2/2014,NE,DEN,1651.635,1703.206
11/2/2014,SEA,OAK,1647.789,1279.995
11/2/2014,PIT,BAL,1549.786,1578.255
11/2/2014,MIN,WSH,1455.596,1387.715
11/2/2014,KC,NYJ,1566.786,1359.704
11/2/2014,HOU,PHI,1438.347,1570.045
11/2/2014,DAL,ARI,1585.17,1608.08
11/2/2014,CLE,TB,1413.19,1356.33
11/2/2014,CIN,JAX,1565.59,1303.781
11/2/2014,MIA,LAC,1511.067,1591.646
11/2/2014,SF,LAR,1620.463,1434.231
11/3/2014,NYG,IND,1482.085,1577.417
11/6/2014,CIN,CLE,1571.112,1424.445
11/9/2014,ARI,LAR,1636.468,1459.566
11/9/2014,BAL,TEN,1551.444,1384.158
11/9/2014,OAK,DEN,1277.508,1673.245
11/9/2014,TB,ATL,1345.075,1401.082
11/9/2014,NYJ,PIT,1351.377,1576.596
11/9/2014,NO,SF,1595.592,1595.128
11/9/2014,DET,MIA,1545.408,1549.344
11/9/2014,DAL,JAX,1556.783,1298.259
11/9/2014,BUF,KC,1492.22,1575.113
11/9/2014,GB,CHI,1557.553,1460.399
11/9/2014,SEA,NYG,1650.276,1456.571
11/10/2014,PHI,CAR,1588.904,1483.445
11/13/2014,MIA,BUF,1536.409,1477.077
11/16/2014,NO,CIN,1578.643,1518.32
11/16/2014,LAC,OAK,1553.369,1270.252
11/16/2014,ARI,DET,1646.833,1558.344
11/16/2014,CAR,ATL,1467.155,1425.782
11/16/2014,CHI,MIN,1440.75,1463.9
11/16/2014,CLE,HOU,1477.237,1419.487
11/16/2014,IND,NE,1602.93,1681.595
11/16/2014,GB,PHI,1577.202,1605.194
11/16/2014,KC,SEA,1590.256,1660.456
11/16/2014,NYG,SF,1446.391,1612.077
11/16/2014,WSH,TB,1379.411,1320.375
11/16/2014,LAR,DEN,1449.202,1680.502
11/17/2014,TEN,PIT,1373.969,1544.502
11/20/2014,OAK,KC,1265.986,1606.63
11/23/2014,IND,JAX,1572.994,1289.332
11/23/2014,ATL,CLE,1440.755,1437.05
11/23/2014,SEA,ARI,1644.082,1658.846
11/23/2014,PHI,TEN,1574.194,1364.639
11/23/2014,NYG,DAL,1433.03,1565.71
11/23/2014,DEN,MIA,1637.157,1552.812
11/23/2014,MIN,GB,1444.922,1608.202
11/23/2014,SF,WSH,1625.438,1336.094
11/23/2014,LAC,LAR,1557.635,1492.546
11/23/2014,HOU,CIN,1459.675,1559.57
11/23/2014,NE,DET,1711.532,1546.33
11/23/2014,CHI,TB,1459.727,1363.692
11/24/2014,BUF,NYJ,1460.674,1383.472
11/24/2014,NO,BAL,1537.394,1561.633
11/27/2014,DET,CHI,1533.945,1471.337
11/27/2014,SF,SEA,1628.629,1667.804
11/27/2014,DAL,PHI,1576.572,1583.289
11/30/2014,MIN,CAR,1435.309,1452.183
11/30/2014,LAR,OAK,1484.141,1296.535
11/30/2014,BAL,LAC,1585.294,1566.04
11/30/2014,TB,CIN,1352.082,1579.967
11/30/2014,PIT,NO,1553.831,1513.732
11/30/2014,KC,DEN,1576.08,1644.879
11/30/2014,JAX,NYG,1283.105,1422.168
11/30/2014,HOU,TEN,1439.278,1355.545
11/30/2014,GB,NE,1617.816,1723.917
11/30/2014,IND,WSH,1579.22,1332.903
11/30/2014,BUF,CLE,1481.278,1450.604
11/30/2014,ATL,ARI,1427.201,1635.124
12/1/2014,NYJ,MIA,1362.868,1545.09
12/4/2014,CHI,DAL,1453.624,1538.501
12/7/2014,CLE,IND,1430.746,1587.066
12/7/2014,ARI,KC,1598.193,1550.023
12/7/2014,DEN,BUF,1670.936,1501.136
12/7/2014,OAK,SF,1283.047,1597.833
12/7/2014,PHI,SEA,1621.36,1698.6
12/7/2014,TEN,NYG,1337.567,1413.489
12/7/2014,NO,CAR,1532.565,1427.335
12/7/2014,LAC,NE,1574.961,1703.509
12/7/2014,WSH,LAR,1325.057,1497.63
12/7/2014,MIA,BAL,1553.973,1576.372
12/7/2014,JAX,HOU,1291.785,1457.256
12/7/2014,MIN,NYJ,1460.157,1353.986
12/7/2014,CIN,PIT,1583.599,1534.998
12/7/2014,DET,TB,1551.658,1348.45
12/8/2014,GB,ATL,1638.224,1464.131
12/11/2014,LAR,ARI,1519.109,1607.229
12/14/2014,KC,OAK,1540.987,1328.354
12/14/2014,LAC,DEN,1556.63,1678.662
12/14/2014,NYG,WSH,1446.269,1303.578
12/14/2014,PHI,DAL,1598.353,1563.16
12/14/2014,TEN,NYJ,1304.787,1344.17
12/14/2014,BAL,JAX,1608.095,1273.174
12/14/2014,DET,MIN,1560.725,1469.973
12/14/2014,SEA,SF,1721.606,1552.526
12/14/2014,ATL,PIT,1457.054,1577.885
12/14/2014,BUF,GB,1493.41,1645.301
12/14/2014,CAR,TB,1481.96,1339.383
12/14/2014,CLE,CIN,1425.801,1540.713
12/14/2014,IND,HOU,1592.011,1475.866
12/14/2014,NE,MIA,1721.84,1522.25
12/15/2014,CHI,NO,1428.964,1477.94
12/18/2014,JAX,TEN,1269.792,1285.324
12/20/2014,SF,LAC,1543.585,1535.696
12/20/2014,WSH,PHI,1293.031,1565.012
12/21/2014,CHI,DET,1399.109,1566.67
12/21/2014,CAR,CLE,1486.626,1397.013
12/21/2014,TB,GB,1334.718,1616.821
12/21/2014,LAR,NYG,1501.132,1456.817
12/21/2014,PIT,KC,1594.933,1549.784
12/21/2014,NYJ,NE,1363.633,1732.601
12/21/2014,OAK,BUF,1319.557,1521.89
12/21/2014,HOU,BAL,1465.852,1611.477
12/21/2014,MIA,MIN,1511.489,1464.027
12/21/2014,DAL,IND,1596.502,1602.026
12/21/2014,ARI,SEA,1625.206,1730.548
12/21/2014,NO,ATL,1507.796,1440.005
12/22/2014,CIN,DEN,1569.5,1699.596
12/28/2014,WSH,DAL,1316.505,1625.478
12/28/2014,SEA,LAR,1760.087,1468.212
12/28/2014,TEN,IND,1266.874,1573.049
12/28/2014,TB,NO,1322.998,1466.649
12/28/2014,SF,ARI,1526.282,1595.668
12/28/2014,BAL,CLE,1578.782,1388.258
12/28/2014,PIT,CIN,1609.438,1597.622
12/28/2014,NYG,PHI,1489.736,1541.537
12/28/2014,NE,BUF,1734.404,1505.768
12/28/2014,MIN,CHI,1456.845,1385.851
12/28/2014,MIA,NYJ,1518.671,1361.829
12/28/2014,HOU,JAX,1498.547,1288.242
12/28/2014,GB,DET,1628.54,1579.929
12/28/2014,KC,LAC,1535.28,1552.999
12/28/2014,DEN,OAK,1671.473,1335.679
12/28/2014,ATL,CAR,1481.151,1495.381
1/3/2015,CAR,ARI,1536.004,1581.602
1/3/2015,PIT,BAL,1627.567,1586.808
1/4/2015,DAL,DET,1637.303,1564.328
1/4/2015,IND,CIN,1583.452,1579.493
1/10/2015,SEA,CAR,1765.381,1559.262
1/10/2015,NE,BAL,1691.589,1622.719
1/11/2015,GB,DAL,1644.141,1646.731
1/11/2015,DEN,IND,1676.874,1605.541
1/18/2015,NE,IND,1701.188,1641.924
1/18/2015,SEA,GB,1773.75,1658.467
2/1/2015,NE,SEA,1723.965,1783.159
9/10/2015,NE,PIT,1663.864,1562.771
9/13/2015,NYJ,CLE,1440.153,1421.821
9/13/2015,LAR,SEA,1476.945,1677.552
9/13/2015,JAX,CAR,1356.572,1535.596
9/13/2015,CHI,GB,1419.227,1601.039
9/13/2015,WSH,MIA,1371.453,1483.514
9/13/2015,HOU,KC,1504.621,1539.663
9/13/2015,BUF,IND,1534.055,1581.097
9/13/2015,LAC,DET,1522.523,1538.267
9/13/2015,ARI,NO,1540.563,1486.37
9/13/2015,OAK,CIN,1388.519,1539.936
9/13/2015,TB,TEN,1376.729,1339.314
9/13/2015,DEN,BAL,1595.327,1577.08
9/13/2015,DAL,NYG,1589.936,1479.528
9/14/2015,ATL,PHI,1462.019,1544.655
9/14/2015,SF,MIN,1528.565,1479.237
9/17/2015,KC,DEN,1562.55777,1609.668179
9/20/2015,NYG,ATL,1476.099497,1473.655589
9/20/2015,CAR,HOU,1551.734189,1481.72623
9/20/2015,BUF,NE,1558.880089,1674.600875
9/20/2015,PIT,SF,1552.034125,1547.312389
9/20/2015,MIN,DET,1460.489611,1523.20982
9/20/2015,CHI,ARI,1405.124559,1556.85981
9/20/2015,NO,TB,1470.07319,1331.292809
9/20/2015,WSH,LAR,1353.835011,1497.208827
9/20/2015,CIN,LAC,1562.090782,1537.58018
9/20/2015,CLE,TEN,1399.048032,1384.750191
9/20/2015,OAK,BAL,1366.364218,1562.738821
9/20/2015,JAX,MIA,1340.433811,1501.131989
9/20/2015,PHI,DAL,1533.018411,1593.364503
9/20/2015,GB,SEA,1615.141441,1657.288173
9/21/2015,IND,NYJ,1556.271911,1462.925968
9/24/2015,NYG,WSH,1456.312969,1388.145004
9/27/2015,MIN,LAC,1484.286561,1524.703167
9/27/2015,TEN,IND,1364.47611,1515.702622
9/27/2015,DAL,ATL,1617.716149,1493.442117
9/27/2015,NE,JAX,1692.964696,1358.821303
9/27/2015,NYJ,PHI,1503.495257,1508.666765
9/27/2015,CAR,NO,1564.07449,1435.069652
9/27/2015,LAR,PIT,1462.898834,1577.36063
9/27/2015,BAL,CIN,1539.441902,1574.967795
9/27/2015,HOU,TB,1469.385929,1366.296348
9/27/2015,CLE,OAK,1419.322113,1389.661137
9/27/2015,ARI,SF,1580.538456,1521.985884
9/27/2015,MIA,BUF,1482.744497,1540.516269
9/27/2015,SEA,CHI,1635.114549,1381.445913
9/27/2015,DET,DEN,1499.412869,1631.711611
9/28/2015,GB,KC,1637.315065,1540.514338
10/1/2015,PIT,BAL,1593.700683,1521.748404
10/4/2015,MIA,NYJ,1448.617176,1478.474585
10/4/2015,ATL,HOU,1534.131747,1481.654213
10/4/2015,BUF,NYG,1574.64359,1471.1784
10/4/2015,TB,CAR,1354.028064,1572.195608
10/4/2015,CIN,KC,1592.661293,1527.888085
10/4/2015,WSH,PHI,1373.279572,1533.687437
10/4/2015,CHI,OAK,1373.516759,1417.168553
10/4/2015,IND,JAX,1523.703267,1353.325157
10/4/2015,LAC,CLE,1498.138021,1391.814697
10/4/2015,DEN,MIN,1651.8383,1510.851707
10/4/2015,ARI,LAR,1603.697506,1446.558782
10/4/2015,SF,GB,1498.826834,1649.941318
10/4/2015,NO,DAL,1426.948533,1577.026519
10/5/2015,SEA,DET,1643.043703,1479.28618
10/8/2015,HOU,IND,1460.327471,1528.839316
10/11/2015,ATL,WSH,1555.458489,1391.65329
10/11/2015,TB,JAX,1339.200678,1348.189108
10/11/2015,BAL,CLE,1542.074709,1384.826854
10/11/2015,GB,LAR,1669.67157,1465.676587
10/11/2015,TEN,BUF,1356.475465,1532.116421
10/11/2015,PHI,NO,1515.313718,1452.050387
10/11/2015,KC,CHI,1511.055069,1383.729584
10/11/2015,CIN,SEA,1609.494309,1648.351533
10/11/2015,DET,ARI,1473.978351,1584.579701
10/11/2015,OAK,DEN,1406.955727,1657.77119
10/11/2015,DAL,NE,1551.924665,1698.460842
10/11/2015,NYG,SF,1513.70557,1479.096582
10/12/2015,LAC,PIT,1505.125864,1573.374377
10/15/2015,NO,ATL,1432.889231,1562.907211
10/18/2015,BUF,CIN,1536.682631,1622.165527
10/18/2015,MIN,KC,1504.918817,1499.637694
10/18/2015,TEN,MIA,1351.909255,1424.812023
10/18/2015,NYJ,WSH,1502.279738,1384.204568
10/18/2015,DET,CHI,1446.224567,1395.146959
10/18/2015,PIT,ARI,1589.294771,1612.333485
10/18/2015,JAX,HOU,1331.152065,1439.776042
10/18/2015,CLE,DEN,1408.955469,1666.93933
10/18/2015,SEA,CAR,1635.680315,1587.022995
10/18/2015,GB,LAC,1678.132012,1489.205471
10/18/2015,SF,BAL,1469.535575,1517.946094
10/18/2015,IND,NE,1549.390744,1722.346004
10/19/2015,PHI,NYG,1534.474874,1523.266577
10/22/2015,SF,SEA,1486.470582,1613.347275
10/25/2015,JAX,BUF,1309.829557,1512.075206
10/25/2015,DET,MIN,1455.149966,1520.012278
10/25/2015,NE,NYJ,1736.199581,1515.203963
10/25/2015,TEN,ATL,1319.119874,1533.627244
10/25/2015,WSH,TB,1371.280343,1356.237721
10/25/2015,KC,PIT,1484.544233,1611.439075
10/25/2015,IND,NO,1535.537167,1462.169199
10/25/2015,MIA,HOU,1457.601404,1461.09855
10/25/2015,LAR,CLE,1457.216145,1402.641558
10/25/2015,LAC,OAK,1482.188203,1397.787588
10/25/2015,NYG,DAL,1500.19354,1528.039503
10/25/2015,CAR,PHI,1609.356034,1557.547911
10/26/2015,ARI,BAL,1590.189181,1501.011087
10/29/2015,NE,MIA,1742.147402,1481.226864
11/1/2015,KC,DET,1513.566879,1432.113548
11/1/2015,NO,NYG,1490.792971,1518.464125
11/1/2015,HOU,TEN,1437.47309,1311.403908
11/1/2015,BAL,LAC,1489.035197,1449.060265
11/1/2015,PIT,CIN,1582.416428,1646.772952
11/1/2015,ATL,TB,1541.34321,1351.063711
11/1/2015,CHI,MIN,1386.22156,1543.048696
11/1/2015,CLE,ARI,1383.963995,1602.165071
11/1/2015,LAR,SF,1475.893708,1463.312092
11/1/2015,OAK,NYJ,1430.915525,1509.256142
11/1/2015,DAL,SEA,1509.768918,1636.505764
11/1/2015,DEN,GB,1673.253241,1685.14928
11/2/2015,CAR,IND,1625.305167,1506.913395
11/5/2015,CIN,CLE,1666.273797,1369.138844
11/8/2015,NE,WSH,1750.017259,1376.454353
11/8/2015,NYJ,JAX,1480.964774,1333.098529
11/8/2015,NO,TEN,1502.965629,1298.957518
11/8/2015,CAR,GB,1631.911471,1660.334457
11/8/2015,MIN,LAR,1552.918693,1499.192752
11/8/2015,BUF,MIA,1488.806234,1473.357007
11/8/2015,PIT,OAK,1562.915583,1459.206894
11/8/2015,SF,ATL,1440.013048,1515.843685
11/8/2015,TB,NYG,1376.563237,1506.291467
11/8/2015,IND,DEN,1500.307091,1698.068064
11/8/2015,DAL,PHI,1504.21225,1541.598778
11/9/2015,LAC,CHI,1439.709129,1376.351562
11/12/2015,NYJ,BUF,1488.38156,1509.920695
11/15/2015,TEN,CAR,1335.52475,1651.257406
11/15/2015,TB,DAL,1355.101775,1482.942863
11/15/2015,BAL,JAX,1498.386334,1325.681743
11/15/2015,LAR,CHI,1490.367177,1396.277692
11/15/2015,GB,DET,1640.988521,1405.513841
11/15/2015,PHI,MIA,1562.868165,1452.242545
11/15/2015,PIT,CLE,1569.98809,1363.267806
11/15/2015,WSH,NO,1372.88022,1466.398397
11/15/2015,OAK,MIN,1452.134386,1561.744268
11/15/2015,DEN,KC,1677.936612,1540.166587
11/15/2015,NYG,NE,1527.752929,1753.591391
11/15/2015,SEA,ARI,1642.062432,1616.990222
11/16/2015,CIN,HOU,1672.144835,1449.91948
11/19/2015,JAX,TEN,1345.317687,1325.611607
11/22/2015,MIA,DAL,1463.288852,1463.410895
11/22/2015,PHI,TB,1551.821859,1374.633743
11/22/2015,DET,OAK,1427.128538,1427.911346
11/22/2015,CAR,WSH,1661.170549,1411.532894
11/22/2015,BAL,LAR,1478.75039,1440.805831
11/22/2015,CHI,DEN,1445.839038,1630.334464
11/22/2015,ATL,IND,1508.660846,1520.438543
11/22/2015,HOU,NYJ,1480.994138,1467.828234
11/22/2015,LAC,KC,1419.782999,1587.768735
11/22/2015,SEA,SF,1614.881882,1447.195887
11/22/2015,MIN,GB,1585.967309,1619.373824
11/22/2015,ARI,CIN,1644.170772,1641.070177
11/23/2015,NE,BUF,1757.257211,1530.474021
11/26/2015,DET,PHI,1441.35629,1491.185531
11/26/2015,DAL,CAR,1492.679324,1669.448326
11/26/2015,GB,CHI,1651.357947,1438.86782
11/29/2015,KC,BUF,1611.124374,1524.7039
11/29/2015,IND,TB,1536.804567,1435.270072
11/29/2015,CIN,LAR,1630.225909,1431.375594
11/29/2015,WSH,NYG,1403.255116,1524.08711
11/29/2015,JAX,LAC,1359.575441,1396.42736
11/29/2015,NYJ,MIA,1452.190383,1434.020422
11/29/2015,HOU,NO,1496.631989,1427.745723
11/29/2015,ATL,MIN,1492.294823,1553.983186
11/29/2015,TEN,OAK,1311.353853,1413.683593
11/29/2015,SF,ARI,1436.55752,1655.01504
11/29/2015,SEA,PIT,1625.520248,1579.510254
11/29/2015,DEN,NE,1637.305682,1763.027332
11/30/2015,CLE,BAL,1353.745642,1488.180627
12/3/2015,DET,GB,1474.274302,1620.724311
12/6/2015,TEN,JAX,1299.181235,1338.270683
12/6/2015,BUF,HOU,1512.578696,1514.191379
12/6/2015,NYG,NYJ,1500.940197,1473.897303
12/6/2015,TB,ATL,1421.671245,1468.050824
12/6/2015,CLE,CIN,1338.602421,1640.551755
12/6/2015,MIA,BAL,1412.313502,1503.323847
12/6/2015,CHI,SF,1469.501457,1425.916963
12/6/2015,MIN,SEA,1578.227185,1640.665382
12/6/2015,LAR,ARI,1421.049748,1665.655598
12/6/2015,OAK,KC,1425.856211,1623.249578
12/6/2015,LAC,DEN,1417.732118,1660.779351
12/6/2015,NO,CAR,1410.186333,1689.089837
12/6/2015,NE,PHI,1739.553662,1458.267519
12/6/2015,PIT,IND,1564.365121,1550.403393
12/7/2015,WSH,DAL,1426.402029,1473.037814
12/10/2015,ARI,MIN,1681.26907,1543.273584
12/13/2015,PHI,BUF,1501.707439,1530.921141
12/13/2015,BAL,SEA,1491.375531,1675.618983
12/13/2015,LAR,DET,1405.436276,1462.327625
12/13/2015,TB,NO,1436.776045,1404.476822
12/13/2015,CIN,PIT,1653.620993,1591.229228
12/13/2015,CAR,ATL,1694.799348,1452.946024
12/13/2015,NYJ,TEN,1492.111287,1311.862882
12/13/2015,CHI,WSH,1442.835187,1411.684166
12/13/2015,CLE,SF,1325.533184,1452.583233
12/13/2015,KC,LAC,1639.504678,1404.500666
12/13/2015,JAX,IND,1325.589036,1523.539286
12/13/2015,DEN,OAK,1674.010803,1409.601112
12/13/2015,GB,DAL,1632.670988,1487.755677
12/13/2015,HOU,NE,1495.848934,1696.113742
12/14/2015,MIA,NYG,1424.261818,1482.726213
12/17/2015,LAR,TB,1425.670888,1409.080901
12/19/2015,DAL,NYJ,1474.775992,1503.167196
12/20/2015,BAL,KC,1469.770131,1645.030136
12/20/2015,NYG,CAR,1503.97487,1704.186978
12/20/2015,JAX,ATL,1377.650863,1443.558395
12/20/2015,IND,HOU,1471.477458,1477.525948
12/20/2015,WSH,BUF,1430.09314,1518.680187
12/20/2015,NE,TEN,1714.436728,1300.806973
12/20/2015,MIN,CHI,1537.254605,1424.426213
12/20/2015,SEA,CLE,1697.224383,1358.324195
12/20/2015,OAK,GB,1437.952964,1645.650673
12/20/2015,SF,CIN,1419.792222,1615.77395
12/20/2015,LAC,MIA,1398.975208,1403.013161
12/20/2015,PIT,DEN,1629.07627,1645.658951
12/20/2015,PHI,ARI,1513.948393,1687.288049
12/21/2015,NO,DET,1432.171966,1442.093013
12/24/2015,OAK,LAC,1424.196081,1421.755264
12/26/2015,PHI,WSH,1492.809672,1455.974992
12/27/2015,ATL,CAR,1462.958664,1712.406505
12/27/2015,BAL,PIT,1449.681799,1646.605683
12/27/2015,TEN,HOU,1297.96812,1500.881302
12/27/2015,DET,SF,1468.172553,1405.310202
12/27/2015,MIA,IND,1380.233105,1448.122104
12/27/2015,NYJ,NE,1518.744691,1717.275581
12/27/2015,KC,CLE,1665.118468,1353.973924
12/27/2015,BUF,DAL,1492.798335,1459.198497
12/27/2015,TB,CHI,1392.780233,1409.308075
12/27/2015,NO,JAX,1406.092426,1358.250593
12/27/2015,ARI,GB,1708.426771,1659.407556
12/27/2015,SEA,LAR,1701.574654,1441.971556
12/27/2015,MIN,NYG,1552.372742,1495.755343
12/28/2015,DEN,CIN,1628.129538,1630.25597
1/3/2016,BUF,NYJ,1509.404939,1547.05306
1/3/2016,CLE,PIT,1351.144946,1626.513216
1/3/2016,ATL,NO,1496.688218,1422.31129
1/3/2016,NYG,PHI,1473.768447,1456.322592
1/3/2016,DAL,WSH,1442.591893,1492.462072
1/3/2016,CIN,BAL,1619.190925,1469.774267
1/3/2016,MIA,NE,1360.961114,1688.967212
1/3/2016,HOU,JAX,1520.611504,1342.031729
1/3/2016,CHI,DET,1430.168957,1485.145373
1/3/2016,IND,TEN,1467.394096,1278.237918
1/3/2016,SF,LAR,1388.337383,1481.521574
1/3/2016,KC,OAK,1667.947446,1435.0681
1/3/2016,ARI,SEA,1730.729199,1662.024636
1/3/2016,DEN,LAC,1639.194583,1410.883246
1/3/2016,CAR,TB,1678.676952,1371.919351
1/3/2016,GB,MIN,1637.105127,1574.359638
1/9/2016,HOU,KC,1532.057145,1673.176453
1/9/2016,CIN,PIT,1628.217693,1638.384142
1/10/2016,MIN,SEA,1604.205952,1712.001008
1/10/2016,WSH,GB,1518.572124,1607.258814
1/16/2016,NE,KC,1644.321103,1699.210187
1/16/2016,ARI,GB,1680.752828,1633.908121
1/17/2016,CAR,SEA,1684.741558,1717.966943
1/17/2016,DEN,PIT,1644.918541,1651.414658
1/24/2016,CAR,ARI,1703.370453,1693.50712
1/24/2016,DEN,NE,1661.795356,1664.418176
2/7/2016,DEN,CAR,1670.580898,1730.457737
9/8/2016,DEN,CAR,1637.113158,1633.579265
9/11/2016,NO,OAK,1463.500031,1454.892729
9/11/2016,KC,LAC,1621.075409,1438.439525
9/11/2016,TEN,MIN,1349.452615,1567.160011
9/11/2016,JAX,GB,1388.724059,1582.435886
9/11/2016,NYJ,CIN,1522.163909,1578.458118
9/11/2016,ATL,TB,1485.832974,1412.236496
9/11/2016,PHI,CLE,1487.849378,1394.516013
9/11/2016,HOU,CHI,1505.682274,1444.023061
9/11/2016,BAL,BUF,1475.498332,1518.80809
9/11/2016,SEA,MIA,1634.558698,1438.738148
9/11/2016,IND,DET,1484.302061,1502.853159
9/11/2016,DAL,NYG,1445.987894,1468.877982
