Date,Home Team,Away Team,Home Elo,Away Elo
10/29/2018,BUF,NE,1421.627269,1646.248272
11/1/2018,SF,OAK,1381.574708,1358.839722
11/4/2018,MIN,DET,1567.974526,1503.527284
11/4/2018,MIA,NYJ,1434.312371,1417.331603
11/4/2018,CLE,KC,1313.100986,1666.732701
11/4/2018,CAR,TB,1597.807892,1465.637897
11/4/2018,BUF,CHI,1405.695997,1496.895056
11/4/2018,BAL,PIT,1565.090318,1602.934462
11/4/2018,WSH,ATL,1523.403011,1554.625175
11/4/2018,DEN,HOU,1449.635061,1486.345144
11/4/2018,SEA,LAC,1582.184205,1571.357968
11/4/2018,NO,LAR,1649.581667,1651.297664
11/4/2018,NE,GB,1662.179544,1474.234771
11/5/2018,DAL,TEN,1527.712029,1478.122879
11/8/2018,PIT,CAR,1625.631042,1609.898389
11/11/2018,CIN,NO,1505.787004,1668.690932
11/11/2018,KC,ARI,1674.725487,1392.244489
11/11/2018,TB,WSH,1453.547399,1487.544108
11/11/2018,NYJ,BUF,1401.928724,1373.743062
11/11/2018,CHI,DET,1528.847991,1486.67047
11/11/2018,TEN,NE,1515.786295,1671.363785
11/11/2018,IND,JAX,1445.398202,1467.298689
11/11/2018,CLE,ATL,1305.108199,1590.484078
11/11/2018,OAK,LAC,1333.753137,1599.003695
11/11/2018,GB,MIA,1465.05053,1449.715251
11/11/2018,LAR,SEA,1632.188398,1554.538479
11/11/2018,PHI,DAL,1611.20416,1490.048613
11/12/2018,SF,NYG,1406.661293,1349.491631
11/15/2018,SEA,GB,1544.256863,1487.386265
11/18/2018,BAL,CIN,1542.393738,1480.522839
11/18/2018,JAX,PIT,1455.380173,1651.430299
11/18/2018,DET,CAR,1469.526781,1584.099132
11/18/2018,ATL,DAL,1545.987979,1523.891842
11/18/2018,NYG,TB,1372.289033,1424.397309
11/18/2018,WSH,HOU,1516.694199,1498.378578
11/18/2018,IND,TEN,1457.316717,1557.916228
11/18/2018,LAC,DEN,1610.91737,1437.601627
11/18/2018,ARI,OAK,1386.964811,1321.839461
11/18/2018,NO,PHI,1693.955097,1577.360931
11/18/2018,CHI,MIN,1545.99168,1584.831339
11/19/2018,LAR,KC,1642.470014,1680.005165
11/22/2018,DET,CHI,1477.623015,1562.367972
11/22/2018,DAL,WSH,1541.870745,1502.588766
11/22/2018,NO,ATL,1711.917364,1528.009076
11/25/2018,PHI,NYG,1559.398664,1385.560056
11/25/2018,TB,SF,1411.126285,1383.863891
11/25/2018,NYJ,NE,1356.258104,1629.233852
11/25/2018,BAL,OAK,1550.916558,1337.695926
11/25/2018,CAR,SEA,1576.002898,1552.964784
11/25/2018,CIN,CLE,1472.000019,1349.604297
11/25/2018,BUF,JAX,1419.413682,1445.662907
11/25/2018,LAC,ARI,1598.515773,1371.108347
11/25/2018,DEN,PIT,1450.003224,1661.147565
11/25/2018,IND,MIA,1495.038301,1427.379516
11/25/2018,MIN,GB,1568.455047,1478.678344
11/26/2018,HOU,TEN,1512.484011,1520.194645
11/29/2018,DAL,NO,1556.734667,1721.291338
12/2/2018,JAX,IND,1433.553071,1503.349935
12/2/2018,GB,ARI,1467.374947,1361.197211
12/2/2018,HOU,CLE,1536.050772,1394.838493
12/2/2018,TB,CAR,1432.052793,1557.979209
12/2/2018,NYG,CHI,1380.512033,1581.807431
12/2/2018,CIN,DEN,1426.765823,1481.130498
12/2/2018,DET,LAR,1458.183556,1655.081919
12/2/2018,MIA,BUF,1419.067882,1431.523517
12/2/2018,ATL,BAL,1518.635102,1559.525742
12/2/2018,TEN,NYJ,1496.627883,1344.779358
12/2/2018,OAK,KC,1329.086742,1667.39326
12/2/2018,NE,MIN,1640.712599,1579.758444
12/2/2018,SEA,SF,1570.988473,1362.937384
12/2/2018,PIT,LAC,1630.020292,1608.426908
12/3/2018,PHI,WSH,1564.446687,1487.724845
12/6/2018,TEN,JAX,1503.161871,1453.323926
12/9/2018,KC,BAL,1673.746816,1585.450084
12/9/2018,GB,ATL,1445.482246,1492.71076
12/9/2018,CLE,CAR,1382.726456,1532.880112
12/9/2018,HOU,IND,1548.162809,1483.579081
12/9/2018,MIA,NE,1432.427539,1657.427396
12/9/2018,TB,NO,1457.151889,1702.720906
12/9/2018,WSH,NYG,1471.749538,1400.807839
12/9/2018,BUF,NYJ,1418.16386,1338.24537
12/9/2018,SF,DEN,1352.742659,1509.175275
12/9/2018,LAC,CIN,1626.381905,1398.721046
12/9/2018,DAL,PHI,1575.305098,1580.421994
12/9/2018,OAK,PIT,1322.733186,1612.065295
12/9/2018,ARI,DET,1383.089912,1441.893402
12/9/2018,CHI,LAR,1561.511626,1671.372073
12/10/2018,SEA,MIN,1581.183197,1563.043647
12/13/2018,KC,LAC,1681.332786,1631.330875
12/15/2018,NYJ,HOU,1362.271505,1528.179445
12/15/2018,DEN,CLE,1483.649404,1407.833363
12/16/2018,BUF,DET,1394.137725,1469.534688
12/16/2018,CHI,GB,1588.034974,1470.972863
12/16/2018,CIN,OAK,1393.772075,1346.950119
12/16/2018,NYG,TEN,1447.895094,1523.167676
12/16/2018,MIN,MIA,1543.077002,1443.120732
12/16/2018,JAX,WSH,1433.318121,1424.662283
12/16/2018,BAL,TB,1577.864115,1444.075174
12/16/2018,IND,DAL,1503.562445,1591.015471
12/16/2018,ATL,ARI,1467.220143,1355.448627
12/16/2018,SF,SEA,1378.26853,1601.149842
12/16/2018,PIT,NE,1587.848362,1646.734204
12/16/2018,LAR,PHI,1644.848725,1564.711621
12/17/2018,CAR,NO,1507.773206,1715.797622
12/22/2018,TEN,WSH,1551.086686,1442.001412
12/22/2018,LAC,BAL,1640.980843,1587.598361
12/23/2018,MIA,JAX,1426.413865,1415.978991
12/23/2018,PHI,HOU,1595.769229,1542.444387
12/23/2018,NYJ,GB,1348.006563,1461.001471
12/23/2018,IND,NYG,1537.742788,1419.976084
12/23/2018,NE,BUF,1626.362307,1401.310456
12/23/2018,CAR,ATL,1499.831436,1483.419373
12/23/2018,DAL,TB,1556.835127,1434.340927
12/23/2018,CLE,CIN,1418.086065,1411.523444
12/23/2018,DET,MIN,1462.361957,1559.783869
12/23/2018,SF,CHI,1399.558345,1598.006365
12/23/2018,ARI,LAR,1339.249397,1613.791118
12/23/2018,NO,PIT,1723.739392,1608.220259
12/23/2018,SEA,KC,1579.860028,1671.682818
12/24/2018,OAK,DEN,1329.19875,1473.396702
12/30/2018,BUF,MIA,1394.128145,1396.27552
12/30/2018,NE,NYJ,1633.544618,1331.577006
12/30/2018,GB,DET,1477.431028,1436.045141
12/30/2018,HOU,JAX,1535.438338,1446.117336
12/30/2018,TB,ATL,1424.620817,1518.011923
12/30/2018,NYG,DAL,1416.663238,1566.555237
12/30/2018,NO,CAR,1730.435133,1465.238886
12/30/2018,WSH,PHI,1430.542116,1602.775278
12/30/2018,SEA,ARI,1602.53307,1326.059193
12/30/2018,LAR,SF,1626.981322,1388.8526
12/30/2018,KC,OAK,1649.009776,1362.709331
12/30/2018,DEN,LAC,1439.886121,1604.977617
12/30/2018,MIN,CHI,1586.100685,1608.71211
12/30/2018,BAL,CLE,1623.601588,1435.043924
12/30/2018,PIT,CIN,1601.524518,1394.565585
12/30/2018,TEN,IND,1562.545982,1541.055633
1/5/2019,HOU,IND,1551.182065,1577.74081
1/5/2019,DAL,SEA,1571.630171,1605.48163
1/6/2019,BAL,LAC,1627.31591,1623.617446
1/6/2019,CHI,PHI,1639.676863,1624.284707
1/12/2019,KC,IND,1656.058181,1608.340079
1/12/2019,LAR,DAL,1634.386185,1581.494328
1/13/2019,NE,LAC,1640.17196,1647.624483
1/13/2019,NO,PHI,1669.105861,1633.114673
1/20/2019,NO,LAR,1682.450194,1648.424105
1/20/2019,KC,NE,1675.286412,1661.668566
2/3/2019,LAR,NE,1666.969395,1686.338837
9/5/2019,CHI,GB,1588.897931,1455.13137
9/8/2019,MIA,BAL,1415.178762,1570.539249
9/8/2019,NYJ,BUF,1384.966442,1448.423682
9/8/2019,CLE,TEN,1455.886401,1518.907204
9/8/2019,CAR,LAR,1519.378772,1598.015666
9/8/2019,JAX,KC,1455.249073,1602.077427
9/8/2019,MIN,ATL,1538.423954,1520.315825
9/8/2019,PHI,WSH,1581.513559,1441.021792
9/8/2019,SEA,CIN,1565.411649,1428.533515
9/8/2019,LAC,IND,1585.751918,1561.074565
9/8/2019,ARI,DET,1383.740422,1490.519409
9/8/2019,DAL,NYG,1546.637605,1442.725536
9/8/2019,TB,SF,1444.772669,1422.631825
9/8/2019,NE,PIT,1640.856488,1572.19322
9/9/2019,NO,HOU,1610.936603,1515.388531
9/9/2019,OAK,DEN,1405.440618,1449.164195
9/12/2019,CAR,TB,1506.141723,1409.647711
9/15/2019,WSH,DAL,1433.335317,1561.645312
9/15/2019,HOU,JAX,1509.57067,1435.177771
9/15/2019,TEN,IND,1553.473791,1547.099123
9/15/2019,CIN,SF,1425.507827,1457.756782
9/15/2019,PIT,SEA,1551.694436,1568.437337
9/15/2019,NYG,BUF,1427.717829,1455.390818
9/15/2019,MIA,NE,1387.160301,1661.355272
9/15/2019,GB,MIN,1489.807271,1559.316056
9/15/2019,DET,LAC,1488.694482,1599.72736
9/15/2019,BAL,ARI,1598.55771,1385.565349
9/15/2019,OAK,KC,1425.871408,1622.148729
9/15/2019,DEN,CHI,1428.733404,1554.222031
9/15/2019,LAR,NO,1611.252716,1616.754464
9/15/2019,ATL,PHI,1499.423723,1589.200034
9/16/2019,NYJ,CLE,1377.999306,1421.319814
9/19/2019,JAX,TEN,1431.142712,1539.818977
9/22/2019,NE,NYJ,1677.301131,1345.334919
9/22/2019,IND,ATL,1560.753937,1516.860251
9/22/2019,KC,BAL,1639.90876,1604.360622
9/22/2019,DAL,MIA,1580.752671,1371.214442
9/22/2019,PHI,DET,1571.763505,1504.718793
9/22/2019,BUF,CIN,1485.887015,1389.7616
9/22/2019,MIN,OAK,1541.128678,1408.111377
9/22/2019,GB,DEN,1507.994649,1419.884182
9/22/2019,ARI,CAR,1379.762438,1476.026695
9/22/2019,TB,NYG,1439.76274,1397.221631
9/22/2019,LAC,HOU,1583.703049,1513.60573
9/22/2019,SF,PIT,1493.503009,1538.911743
9/22/2019,SEA,NO,1581.22003,1592.947548
9/22/2019,CLE,LAR,1453.984201,1635.059632
9/23/2019,WSH,CHI,1414.227959,1563.071253
9/26/2019,GB,PHI,1521.603749,1551.665409
9/29/2019,DET,KC,1524.816889,1652.218462
9/29/2019,BUF,NE,1494.387685,1681.734792
9/29/2019,IND,OAK,1569.953484,1394.573542
9/29/2019,HOU,CAR,1543.96594,1502.453091
9/29/2019,MIA,LAC,1361.322856,1553.342839
9/29/2019,NYG,WSH,1406.695714,1393.397122
9/29/2019,BAL,CLE,1592.05092,1440.595979
9/29/2019,ATL,TEN,1507.660704,1509.526814
9/29/2019,LAR,TB,1648.447853,1430.288657
9/29/2019,ARI,SEA,1353.336042,1558.244061
9/29/2019,CHI,MIN,1583.90209,1554.666512
9/29/2019,DEN,JAX,1406.275082,1461.434874
9/29/2019,NO,DAL,1615.923517,1590.644257
9/30/2019,PIT,CIN,1523.857992,1381.26093
10/3/2019,SEA,LAR,1575.03183,1595.231373
10/6/2019,NO,TB,1623.794521,1483.505137
10/6/2019,CAR,JAX,1528.982017,1472.782824
10/6/2019,CIN,ARI,1367.591915,1336.548273
10/6/2019,TEN,BUF,1542.418669,1482.18948
10/6/2019,PHI,NYJ,1574.913102,1340.901259
10/6/2019,WSH,NE,1370.164006,1693.932996
10/6/2019,OAK,CHI,1431.906745,1600.807967
10/6/2019,PIT,BAL,1537.527006,1544.287148
10/6/2019,HOU,ATL,1517.437013,1474.768849
10/6/2019,NYG,MIN,1429.928829,1537.760635
10/6/2019,LAC,DEN,1572.048267,1394.927132
10/6/2019,DAL,GB,1582.773254,1498.356056
10/6/2019,KC,IND,1665.087846,1532.620282
10/7/2019,SF,CLE,1508.55676,1488.359751
10/10/2019,NE,NYG,1704.784191,1404.589395
10/13/2019,TB,CAR,1474.575826,1542.081458
10/13/2019,BAL,CIN,1560.891956,1349.188035
10/13/2019,KC,HOU,1632.718394,1538.05475
10/13/2019,CLE,SEA,1463.735926,1580.953842
10/13/2019,JAX,NO,1459.683384,1632.723832
10/13/2019,MIN,PHI,1563.100069,1583.615981
10/13/2019,MIA,WSH,1342.617428,1359.312811
10/13/2019,LAR,SF,1589.309361,1533.180585
10/13/2019,ARI,ATL,1354.952153,1454.151113
10/13/2019,DEN,TEN,1432.368369,1512.74882
10/13/2019,NYJ,DAL,1332.198379,1546.618451
10/13/2019,LAC,PIT,1534.60703,1520.922198
10/14/2019,GB,DET,1534.51086,1511.947505
10/17/2019,DEN,KC,1462.162197,1600.661787
10/20/2019,ATL,LAR,1446.419364,1552.020498
10/20/2019,NYG,ARI,1398.816596,1362.683902
10/20/2019,IND,HOU,1564.989733,1570.111357
10/20/2019,DET,MIN,1506.926719,1588.285742
10/20/2019,WSH,SF,1367.378922,1570.469448
10/20/2019,GB,OAK,1539.531645,1453.696777
10/20/2019,BUF,MIA,1511.85933,1334.551317
10/20/2019,CIN,JAX,1343.346187,1445.834737
10/20/2019,TEN,LAC,1482.954992,1508.239062
10/20/2019,CHI,NO,1579.017935,1646.572479
10/20/2019,SEA,BAL,1594.329877,1566.733805
10/20/2019,DAL,PHI,1530.053773,1558.430308
10/21/2019,NYJ,NE,1348.763057,1710.556989
10/24/2019,MIN,WSH,1612.548008,1353.89775
10/27/2019,TEN,TB,1495.02226,1455.092826
10/27/2019,IND,DEN,1581.778479,1437.506846
10/27/2019,CHI,LAC,1554.380178,1496.171794
10/27/2019,LAR,CIN,1580.932601,1322.303164
10/27/2019,BUF,PHI,1520.440408,1529.096141
10/27/2019,ATL,SEA,1417.50726,1558.69854
10/27/2019,NO,ARI,1671.210236,1388.855586
10/27/2019,DET,NYG,1482.664454,1372.644912
10/27/2019,JAX,NYJ,1466.87776,1339.232674
10/27/2019,SF,CAR,1583.95062,1561.564458
10/27/2019,HOU,OAK,1553.322612,1437.405427
10/27/2019,NE,CLE,1720.087372,1450.359891
10/27/2019,KC,GB,1625.317139,1555.822996
10/28/2019,PIT,MIA,1547.290166,1325.970239
10/31/2019,ARI,SF,1382.397046,1610.506424
11/3/2019,JAX,HOU,1479.231492,1560.005908
11/3/2019,PHI,CHI,1564.172498,1544.537534
11/3/2019,KC,MIN,1594.998993,1618.164604
11/3/2019,PIT,IND,1554.825864,1586.406105
11/3/2019,BUF,WSH,1485.364051,1348.281154
11/3/2019,CAR,TEN,1535.008653,1505.880646
11/3/2019,MIA,NYJ,1318.434541,1326.878942
11/3/2019,OAK,DET,1430.72213,1491.54299
11/3/2019,SEA,TB,1574.458728,1444.23444
11/3/2019,DEN,CLE,1432.87922,1444.385084
11/3/2019,LAC,GB,1506.014438,1586.141142
11/3/2019,BAL,NE,1602.365142,1726.062179
11/4/2019,NYG,DAL,1363.766376,1559.38794
11/7/2019,OAK,LAC,1451.227479,1535.147006
11/10/2019,TEN,KC,1488.967355,1606.973039
11/10/2019,TB,ARI,1435.465664,1375.140838
11/10/2019,NYJ,NYG,1308.91391,1345.645418
11/10/2019,CLE,BUF,1429.564998,1497.454912
11/10/2019,CHI,DET,1528.433805,1471.037641
11/10/2019,CIN,BAL,1313.380842,1637.030925
11/10/2019,NO,ATL,1677.668776,1401.747072
11/10/2019,IND,MIA,1576.622114,1336.399573
11/10/2019,GB,CAR,1557.008574,1551.921945
11/10/2019,PIT,LAR,1564.609855,1589.854923
11/10/2019,DAL,MIN,1577.508897,1606.190558
11/11/2019,SF,SEA,1617.762632,1583.227503
11/14/2019,CLE,PIT,1443.561634,1580.204351
11/17/2019,MIN,DEN,1624.259511,1447.699307
11/17/2019,CAR,ATL,1534.866255,1461.727701
11/17/2019,DET,DAL,1458.005115,1559.439944
11/17/2019,MIA,BUF,1368.273318,1483.458275
11/17/2019,WSH,NYJ,1336.190293,1327.77776
11/17/2019,IND,JAX,1544.748369,1455.577692
11/17/2019,BAL,HOU,1648.926708,1583.659708
11/17/2019,TB,NO,1444.045456,1617.688147
11/17/2019,SF,ARI,1599.193221,1366.561046
11/17/2019,PHI,NE,1580.276227,1691.396396
11/17/2019,OAK,CIN,1462.91174,1301.485059
11/17/2019,LAR,CHI,1574.260428,1541.466331
11/18/2019,LAC,KC,1523.462745,1590.617319
11/21/2019,HOU,IND,1562.120558,1561.342977
11/24/2019,CIN,PIT,1293.43101,1546.520649
11/24/2019,NO,CAR,1636.889011,1486.410747
11/24/2019,NYJ,OAK,1363.905029,1470.965789
11/24/2019,PHI,SEA,1562.596685,1601.796914
11/24/2019,ATL,TB,1510.183209,1424.844591
11/24/2019,BUF,DEN,1507.663664,1441.918128
11/24/2019,CHI,NYG,1524.804697,1326.781568
11/24/2019,WSH,DET,1300.063024,1438.649201
11/24/2019,CLE,MIA,1477.245335,1344.067929
11/24/2019,TEN,JAX,1505.323075,1438.983084
11/24/2019,NE,DAL,1709.075938,1578.795858
11/24/2019,SF,GB,1605.645204,1574.064263
11/25/2019,LAR,BAL,1590.922061,1670.465858
,,,,
,,,,
,,,,
